X,x,classifi
987,"RT @FoxNews: #Hillary: ""We cannot forget that Tehran's fingerprints are on nearly every conflict across the Middle East..."" https://t.co/o5…",NA
988,Hillary in her AIPAC speech lookin like a carousel of progress animatronic,negative
989,RT @soylentgs: ,
990,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
991,"RT @politicalmiller: Gov Brown: Hillary ""aims to break down the barriers that hold working families back"" Amen! #ImWithHer #ShesWithUs http…",NA
992,RT @JohnMPowersII: @dcexaminer @instapundit Odds of Hillary indictment just increased.,negative
993,How we now know that Hillary Clinton will not be prosecuted for anything - Hot Air https://t.co/jY6nIEn6FN,NA
994,Is ,
995,RT BernieSanders: Wonder how many $27 contributions HillaryClinton got at her fundraiser hosted by the NRA lobbyis… https://t.co/1DYZ77NocJ,NA
996,"RT @GuerrillaDems: Bernie Sanders's Global Victory Over Hillary Clinton https://t.co/JU3uO9hGVI

#StillSanders #ForThePeople #ImWithHer htt…",negative
997,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
998,Poll: Clinton trails only 1 in GOP:  https://t.co/zO0Lvtbw15,NA
999,"This primary is being decided state by state. Help Hillary win in three easy (seriously, easy) steps: https://t.co/f388VSmmyO",NA
1000,Good to see Bill Clinton watching Hillary's back!!,negative
1001,"My favorite was Hillary, Where was my opponent when I was working for healthcare in 93? @CaseyCat2007 https://t.co/cof2uoe6zM",NA
1002,RT @zebageba: @veganvecoh @LindaSuhler Hillary never created a job.,NA
1003,"RT @DisickReactions: Who would you rather have as the President? 
RT for this Rock or like for Hillary https://t.co/vJtleTC6S3",NA
1004,"Poll: Trump, Clinton still on top https://t.co/KbXhgkcAoC",negative
1005,RT @Red_Green_Gold: Clinton Email Scandal: It's Time Hillary Suspended Her Campaign https://t.co/ND4q2J6cX2 via @IBDeditorials ,
1006,News Hillary’s happy to pander on Israel — this week https://t.co/Rw5HRDcdgB,NA
1007,"RT @Manstagram_: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/PVZKbPdjJ4",NA
1008,RT @the_intercept: The only major candidate with a positive net favorabilty is @BernieSanders. https://t.co/UkHmymNjsq https://t.co/8hVkzdE…,negative
1009,RT @redsteeze: Hillary says she's going to put coal miners out of business and no one died in Libya. GOP frontrunner yells about Megyn Kell…,NA
1010,Trump is ripping Hillary...LOVE IT,NA
1011,"#Hillary #Clinton #Criticizes #Sheriff Joe #Arpaio, #Immigration #Proxy for #Donald #Trump https://t.co/FYc277lmjW",NA
1012,"RT @HillaryClinton: This primary is being decided state by state. Help Hillary win in three easy (seriously, easy) steps: https://t.co/8myX…",negative
1013,RT @wikileaks: Hillary Emails: Google tried to boost Assad defections https://t.co/lyma4eJp9a More: https://t.co/ZUfh7WDAT5 https://t.co/nv…,NA
1014,"#Hillary #Clinton #Criticizes #Sheriff Joe #Arpaio, #Immigration #Proxy for #Donald #Trump https://t.co/4gpZ61GyE8",NA
1015,"RT @JohnOCAP: https://t.co/hUALksDu63
#Clinton takes care to position herself frimly to the right of #Trump in terms of her absolute suppor…",NA
1016,When's Hillary going to take responsibility for 4 dead Americans in Benghazi?  https://t.co/NwK6QsH8rl,negative
1017,"Check out ""13 Hours And Counting To End Of Hillary's Candidacy"" Tea Party Command #PJNET https://t.co/Efmnfcd011 https://t.co/kGQlVMkoCO 123",NA
1018,RT BernieSanders: Wonder how many $27 contributions HillaryClinton got at her fundraiser hosted by the NRA lobbyis… https://t.co/BPZMpvmvf6,NA
1019,"Poll: Trump, Clinton still on top:  https://t.co/IcGIDzyihZ",NA
1020,"Poll: Trump, Clinton still on top:  https://t.co/Dca8ceS3hw",negative
1021,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/tzSZdOTsx2,NA
1022,"RT @DiamondandSilk: Kasich, millions of  people got out &amp; voted for @realDonaldTrump.  Don't go against the will of the people.  Trump will…",NA
1023,"Who is on Team Iron Man? Obama? Hillary? All the Republicans?

Anyone decent has to be #TeamCap right?

#FeelTheBern",NA
1024,Oh dear god more Hillary that will help.... ,
1025,Hillary Clinton is a fucking cunt. ,
1026,"Trump will run to the left of Hillary on War &amp; Trade.  She cannot beat him.

Vote #Bernie for the real deal progressive!

#AZPrimary #NAFTA",NA
1027,@PaulTalk - He's losing it. President Clinton has been showing his age while out on the campaign trail. He can't keep pace - Hillary too.,NA
1028,"Poll: Trump, Clinton still on top:  https://t.co/03R6aKSTiD",negative
1029,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
1030,Learn More: A Hillary Key Issue: K-11 Education https://t.co/H52uDEa94f ,
1031,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/97L8N9Ri33,NA
1032,RT @AliAbunimah: Hillary’s message in brief: I will continue Obama’s policy of supporting Israeli child-massacres in Gaza to the hilt https…,negative
1033,"Poll: Trump, Clinton still on top:  https://t.co/PXpmSLwM6r",NA
1034,Most Unbelievably Scandalous Video Hillary Wishes Never Saw Daylight (Video) https://t.co/skcgUc94GM,NA
1035,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1036,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,negative
1037,RT @LostDiva: or that we're killing 100K innocent people. Hillary loves the children! NOPE! ,
1038,"RT @AlisonSpalding2: Hillary is no prog
-PRO death pen
-ANTI legalizing mj
-PRO 4Profit prison
PRO FRACKING
-PRO WAR 
-ANTI #fightfor15 htt…",NA
1039,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1040,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/OIO98tjfwf,negative
1041,"#phoenix Hillary Clinton held a rally in Phoenix today, check out what the democratic front runner had to say https://t.co/AOKLmmH7mB",NA
1042,"RT @Nr1Oba: @daylightdis @FoxBusiness @SenWarren @realDonaldTrump Of course she did. Like Hillary, she's a loser.",NA
1043,"RT @DisickReactions: Who would you rather have as the President? 
RT for this Rock or like for Hillary https://t.co/vJtleTC6S3",NA
1044,"RT @moisturizeds: hillary: i hate braids

black people: we love braids

hillary: https://t.co/XvBVXHEznM",negative
1045,"RT @Ricky_Vaughn99: Hysterical millennials make a lot of noise, but there aren't enough of them to defeat Trump. They hate Hillary anyways.",NA
1046,RT @AlanKestrel750: Guess what? Goodman encouraged people to vote for Webb over Clinton. I did not know that: https://t.co/Jnr5bG1Q71 https…,NA
1047,RT @PatrickSolomon1: Which presidential candidate would benefit your wallet most? https://t.co/GQ9H9h54OP,NA
1048,"RT @Colleges4Bernie: Global Presidential Primary Results: Bernie won Democrats Abroad’s, defeating Hillary Clinton 69%-31%.
https://t.co/zn…",negative
1049,RT @stevesalaita: Hillary made it crystal clear today at AIPAC:  to support her is to participate in ethnic cleansing.,NA
1050,"RT @NBCInvestigates: Clinton says majority of $ from small donations. @PolitiFact finds that ""mostly false."" https://t.co/Ry4ewdv8Q0 https:…",NA
1051,"Poll: Trump, Clinton still on top:  https://t.co/JEcpAXcF7e",NA
1052,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/T3J8G0Rzes,negative
1053,"RT @wikileaks: RELEASE: Search engine for 30,322 Hillary Clinton emails #libya #syria https://t.co/XcH75u3kbu #feelthebern #trump https://t…",NA
1054,"Hillary Clinton slams Donald Trump at AIPAC: ""We need steady hands"" in the White House https://t.co/tfpoon0B9a https://t.co/GxjRoMgrhw",NA
1055,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1056,RT @SheilaPawley: Sounds like Mrs Cruz could be another Hillary! Very Scary!!!! https://t.co/eH6dgqLGnb,negative
1057,"Poll: Trump, Clinton still on top:  https://t.co/cFAt5mZXbU",NA
1058,Angel swears she knows Hillary Clinton personally I can't deal with her anymore someone come get her,NA
1059,Hillary Clinton leads Bernie Sanders in national CBS/NYT poll https://t.co/pn0q2V1aTf,NA
1060,"RT @gerfingerpoken: But, Hillary, U Told Video Lie 2 Benghazi Dead Parents B4 Caskets https://t.co/7t7nmyjmuG  American Thinker https://t.c…",negative
1061,"RT @HuffingtonPost: George Clooney praises Hillary Clinton, shades Trump in endorsement email https://t.co/JXigSCob5L https://t.co/iRUKJdj1…",NA
1062,"RT @TweetLikeAGirI: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/BG4pCnT8wR",NA
1063,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/X40DUU9TyN,NA
1064,"RT @GuerrillaDems: Bernie Sanders's Global Victory Over Hillary Clinton https://t.co/JU3uO9hGVI

#StillSanders #ForThePeople #ImWithHer htt…",negative
1065,Hillary doesn't know Trump's plan because there barely is one. ,
1066,"RT @Ricky_Vaughn99: Hysterical millennials make a lot of noise, but there aren't enough of them to defeat Trump. They hate Hillary anyways.",NA
1067,"RT @ott_deb: Donald Trump: Trade 'Totally My Thing,' Not Hillary Clinton's 'Style' - Breitbart https://t.co/vOERBrOM7r",NA
1068,RT @kylep1401: People who actually think Hillary is a good candidate are dumb as fuck https://t.co/cMnuzgcHS6,negative
1069,,
1070,"RT @desusnice: @youngsinick ""I like my negro nose with Jackson Five nostrils"" - hillary",NA
1071,"Poll: Trump, Clinton still on top:  https://t.co/RJSGTYK5Ph",NA
1072,"Poll: Trump, Clinton still on top:  https://t.co/rXuf9OqYwi",negative
1073,RT @wikileaks: It was meeeeeee! Hillary Clinton's secret ,
1074,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/kVAzDWxhZK,NA
1075,"Poll: Trump, Clinton still on top https://t.co/2uXyQjxGwp",NA
1076,Hillary Digs Hard at Trump's 'Neutral' Statements in AIPAC Speech https://t.co/ZDc9dWaEJJ,negative
1077,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/WjoOqEFIqa,NA
1078,"RT @P0TUSTrump: .@HillaryClinton endorsed by the  KKK Grand Dragon

 https://t.co/2PHRLpU1ZM",NA
1079,well that's certainly gonna fuck things up for hillary  https://t.co/SZhpaY0wgU,NA
1080,"RT @mikemitchellnyc: #Bernie says it's wrong to disrupt #Trump speeches--but wouldn't allow #Hillary to finish a sentence?
#msnbc #inners h…",negative
1081,"RT @NumbersMuncher: Trump now trails Hillary by *nine* in the national average, with Hillary taking her biggest lead since Labor Day. https…",NA
1082,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1083,"#AIPAC Removal of Assad regime was aimed at maintaining strategic &amp; nuclear domination of Israel, reveals Hillary... https://t.co/9SRMiZfIrA",NA
1084,Poll: Clinton trails only 1 in GOP:  https://t.co/FtQh6HNOcP,negative
1085,RT @RichardGrenell: Except the part where Hillary has promised all this before &amp, failed to deliver on it  https://t.co/GxpsKxKBUs
1086,"RT @chanelpuke: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/wpEnyohvdN",NA
1087,"Poll: Trump, Clinton still on top:  https://t.co/WoErqw1FB5",NA
1088,"Nicolle Wallace is an utter fool. Maybe she's forgotten about the chaos caused by Clinton/Obama foreign policy?

https://t.co/mbRIj8KVxb",negative
1089,"RT @HuffingtonPost: George Clooney praises Hillary Clinton, shades Trump in endorsement email https://t.co/JXigSCob5L https://t.co/iRUKJdj1…",NA
1090,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/4WClwpdLsF,NA
1091,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1092,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
1093,"RT @MSNBC: .@BernieSanders says @HillaryClinton is ""much more hawkish"" than him.  https://t.co/jwOmvbGBAR",NA
1094,"Poll: Trump, Clinton still on top:  https://t.co/PFuIUGzjCk",NA
1095,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1096,"RT @GuyCodes: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/n02sn0mNJq",negative
1097,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/mF3qGw5nRd,NA
1098,@GOP    I thought Hillary was sidling Obama,NA
1099,"RT @cnmmichael: R/T @LeahR77: Hey Hillary Real Americans Will NOT FORGET Benghazi ! #NoHillary2016 
#PJNET #stopHillary2016 https://t.co/MO…",NA
1100,"RT @BlackAutonomist: Me: Hillary oversaw a coup in Honduras which installed a regime that murders indigenous rights activists

Democrat: DO…",negative
1101,@chrislhayes Time wouldn't save him. People are getting fed up with his dishonesty and personal  attacks on Hillary,NA
1102,"RT @causticbob: How did Bill Clinton paralyze Hillary from the waist down?
He married her. 
#HillaryClinton",NA
1103,FBI Insider Drops Bombshell Right On Hillary &amp,
1104,"RT @moisturizeds: hillary: i hate braids

black people: we love braids

hillary: https://t.co/XvBVXHEznM",negative
1105,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1106,RT @bndsnoopy61: @Deemoney521 @AlGiordano run hillary run,NA
1107,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1108,@theshrillest I think the 'awful legacy' he was referring to was that he and Hillary actually had free time to spend with each other.,negative
1109,"“@dlusinternet: Clinton Conquers AIPAC: As a pure performance, she hit all the right notes. https://t.co/PoaFYlmSfo” Yeah, if you 🚬 crack.",NA
1110,Trump tries his hand at foreign policy in speech to skeptical Aipac crowd https://t.co/JPO9j7uvBD ,
1111,"Poll: Trump, Clinton still on top:  https://t.co/Q25o8wVS5Q",NA
1112,"RT @RichardAngwin: Yet another example of why people just don't trust Hillary Clinton.
#FeelTheBern #ImWithHer #tcot https://t.co/LPdWAWBgnK",negative
1113,"@LongShortTrader 

All this short seller praise is uncalled for 

Not one congrats to hillary

Without which shorts https://t.co/Y7OGBPZIm6",NA
1114,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/kwffBvHasz,NA
1115,RT @HillaryIn2016: Oregon Gov. Kate Brown endorses Hillary Clinton for president https://t.co/vJARLBruBk ,
1116,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
1117,Poll: Clinton trails only 1 in GOP:  https://t.co/OxFQprPafX,NA
1118,"RT @GirlNotes: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/F5Yfoccv5u",NA
1119,"RT @LifeZette: Hillary is going for your guns, no matter the cost https://t.co/2EHC4eZleC https://t.co/3k9l6Qu5sJ",NA
1120,I don't think he or Hillary are. Hillary is truly a moderate Republican using a democrat platform to get elected.  https://t.co/tLKZSkQFWz,negative
1121,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
1122,"Poll: Trump, Clinton still on top:  https://t.co/IYxMsSG6PB",NA
1123,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
1124,@CNN Hillary is starting to sound like Oprah with that shit. ,
1125,"RT @GuerrillaDems: Bernie Sanders's Global Victory Over Hillary Clinton https://t.co/JU3uO9hGVI

#StillSanders #ForThePeople #ImWithHer htt…",NA
1126,Former Top New York Times Editor: Why Is Hillary E-Mail Scandal 'A Big Deal'? https://t.co/Oq0gtuJ4bP,NA
1127,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/wPEs6jhW12,NA
1128,hearing Hillary Clinton's voice makes my ears bleed,negative
1129,"RT @DiamondandSilk: Kasich, millions of  people got out &amp; voted for @realDonaldTrump.  Don't go against the will of the people.  Trump will…",NA
1130,"RT @GuerrillaDems: Bernie Sanders's Global Victory Over Hillary Clinton https://t.co/JU3uO9hGVI

#StillSanders #ForThePeople #ImWithHer htt…",NA
1131,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
1132,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
1133,"RT @time4kind: Pls AZ help us all win. Vote Hillary!
#AlignWithKind
#ShesWithUs https://t.co/HWtHiKST1T",NA
1134,"RT @MSNBC: .@BernieSanders says @HillaryClinton is ""much more hawkish"" than him.  https://t.co/jwOmvbGBAR",NA
1135,RT @OximityScience: Why Hillary Won't Be Indicted and Shouldn't Be: An Objective Legal Anal... https://t.co/JtQRFtGN6i by @theprospect http…,NA
1136,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
1137,"Poll: Trump, Clinton still on top:  https://t.co/p3qOiL9BMI",NA
1138,"RT @HillaryClinton: This primary is being decided state by state. Help Hillary win in three easy (seriously, easy) steps: https://t.co/8myX…",NA
1139,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1140,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/2nV46MW8gO,negative
1141,"RT @guypbenson: Trump down 12 to Hillary.  

Same poll: Cruz tied, Kasich up 6.  https://t.co/deR3h2WrBq",NA
1142,Not on the Hillary phone call? You're missing out on great information. I'm sure @ajeanster would be happy to fill you in! ,
1143,RT @mythsforkids: So...let's hear from all the Hillary supporters who were aghast at the idea of Bernie questioning a few of... https://t.c…,NA
1144,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
1145,RT @feistybunnygirl: Shoutout to all of the Bernie-enthusiasts who have harassed me: Thank you for reaffirming my decision to vote for Hill…,NA
1146,"RT @politicalmiller: Gov Brown: Hillary ""aims to break down the barriers that hold working families back"" Amen! #ImWithHer #ShesWithUs http…",NA
1147,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
1148,"Poll: Trump, Clinton still on top:  https://t.co/bT7FWMpGXk",negative
1149,RT @FoxNews: .@ScottBaio says his reason for supporting ,
1150,RT @PoAFoWitYaHoe: This why we can't vote for Hillary bitch ass either 💯💯💯💯💯💯 https://t.co/46aeo4luCM,NA
1151,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/Ig5ShXcPvT,NA
1152,"RT @ggreenwald: Hear that noise? It's liberals walking around confused, trying to figure out how to attack Trump's AIPAC speech that sounds…",negative
1153,"RT @DailyNewsBin: Fact checkers confirm Hillary Clinton is more honest than any of her 2016 opponents

https://t.co/QBdl9xrUOd",NA
1154,"Poll: Trump, Clinton still on top:  https://t.co/9adxRfH0D3",NA
1155,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/B8cxdPKoF8,NA
1156,RT @BenjaminNorton: Donald Trump's AIPAC speech sounded an awful lot like Hillary Clinton's https://t.co/sJIBxNt67K,negative
1157,"RT @lawmichigan1: @CNN @MiceeMouse For a ""spoiler"" to make this prediction is as believable as Hillary's claim that she will beat Trump in …",NA
1158,I cannot fucking stand hillary clintons voice,NA
1159,"RT @ThatsRelatabIe: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/1lVroSuyGz",NA
1160,RT @moisturizeds: somebody come get hillary clinton https://t.co/QZT1VcVVrJ,negative
1161,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1162,@RabbiShmuley @MaxBlumenthal @HillaryClinton Hillary hating on Israel &amp, the Jewish people 'in her own words' https://t.co/AYqJJY4fqm
1163,"Poll: Trump, Clinton still on top:  https://t.co/RUOkBMJWCT",NA
1164,"I have to mute for Hillary.
😂😂😂",negative
1165,,
1166,RT @SteveDeaceShow: Why voting for Trump in this primary is a vote for Hillary in the general in one graphic.  https://t.co/kOe16M6mLk,NA
1167,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/n27tWxmtIB,NA
1168,"RT @RotNScoundrel: What do you call it when President Obama is in Cuba, Hillary Clinton is in prison and Bernie Sanders is in a nursing hom…",negative
1169,RT @risetoflyy: Trump sees 'easy' path to nomination after meeting with key Republican lawmakers https://t.co/92aHoHb61J,NA
1170,Poll: Clinton trails only 1 in GOP:  https://t.co/3EPtThFcwF,NA
1171,"RT @CNN: Ted Cruz: If Donald Trump is the nominee, it's a disaster. Hillary Clinton wins. https://t.co/3SsFjKO2Cm #FinalFive https://t.co/J…",NA
1172,"RT @ComedyPosts: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/zByVKZKoIy",negative
1173,Trump tries his hand at foreign policy in speech to skeptical Aipac crowd https://t.co/d1m2mSfWje https://t.co/EfBhSOpmp9,NA
1174,Poll: Clinton trails only 1 in GOP:  https://t.co/bE3OrazItX,NA
1175,"RT @HillaryClinton: One million people have donated to help elect Hillary, and a majority of those donations were $100 or less. https://t.c…",NA
1176,"Poll: Trump, Clinton still on top:  https://t.co/av6TBYnq0f",negative
1177,@CNN if Cruz wins nomination Hillary wins too,NA
1178,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/gHQqwnOwpK,NA
1179,"RT @RaniaKhalek: The time @HillaryClinton returned campaign contributions from Muslims &amp; Arabs to ""woo Jewish voters"" https://t.co/uHPVSGuC…",NA
1180,"RT @WeNeedHillary: Reason #154 that I support Hillary Clinton
#ImWithHer #ShesWithUs #TNTweeters #FeelTheLove https://t.co/56LEIu6Kqa",negative
1181,"RT @teddyschleifer: Koch donor: ""Kasich is running for vice president -- he doesn't care if it's Trump or Cruz or Sanders or Hillary."" http…",NA
1182,"RT @maint47: Retweeted Jon Stall (@JonStall2009):

Will Hillary send us up this Creek? https://t.co/7av6DnjWGg https://t.co/1rBov5bgkA",NA
1183,"@HillaryClinton @WarrenBuffett Hillary your drafting off of Bernie is not unnoticed. Find better PR. Also, you fucking suck.",NA
1184,"RT @Manstagram_: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/PVZKbPdjJ4",negative
1185,Hillary Clinton wants to offer ,
1186,"Poll: Trump, Clinton still on top:  https://t.co/QgZs6P7qHH",NA
1187,Poll: Clinton trails only 1 in GOP:  https://t.co/f6UFOPkRXm,NA
1188,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/2rubdbEmP4,negative
1189,"RT @cshirky: When Sanders finds out black people live ALL OVER the US, he'll be bummed https://t.co/34gyaNtRul #OhioIsntDeepSouth https://t…",NA
1190,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,positive
1191,"Stop Hitler 2.0! Vote Bernie, Hillary will lose to Trump, Bernie is our best chance! #HillNo #FeelTheBern https://t.co/Gw5ZBMQbJf",NA
1192,Which presidential candidate would benefit your wallet most? https://t.co/GQ9H9h54OP,negative
1193,RT @Libertea2012: RT The polls show U don't trust Hillary AT ALL. Why in THE HELL would U vote 4 her to have the nuclear codes? https://t.c…,NA
1194,RT @RaniaKhalek: AIPAC disinvited the vice president of the NAACP at Morehouse after learning he opposes Hillary Clinton https://t.co/4QJBu…,NA
1195,"RT @CNN: Ted Cruz: If Donald Trump is the nominee, it's a disaster. Hillary Clinton wins. https://t.co/3SsFjKO2Cm #FinalFive https://t.co/J…",NA
1196,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
1197,Poll: Clinton trails only 1 in GOP:  https://t.co/hFhA3lhCY7,NA
1198,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
1199,Poll: Clinton trails only 1 in GOP:  https://t.co/Myies1QOs3,NA
1200,"Poll: Trump, Clinton still on top:  https://t.co/IAdO9UiC6N",negative
