"","NA.","experience","Primary.specialty","grads"
"2068","2068",28,"OCCUPATIONAL THERAPY",91
"2069","2069",28,"OPHTHALMOLOGY",374
"2070","2070",28,"OPTOMETRY",597
"2071","2071",28,"ORAL SURGERY (DENTIST ONLY)",39
"2072","2072",28,"ORTHOPEDIC SURGERY",488
"2073","2073",28,"OSTEOPATHIC MANIPULATIVE MEDICINE",15
"2074","2074",28,"OTOLARYNGOLOGY",189
"2075","2075",28,"PAIN MANAGEMENT",40
"2076","2076",28,"PATHOLOGY",275
"2077","2077",28,"PEDIATRIC MEDICINE",174
"2078","2078",28,"PERIPHERAL VASCULAR DISEASE",2
"2079","2079",28,"PHYSICAL MEDICINE AND REHABILITATION",193
"2080","2080",28,"PHYSICAL THERAPY",557
"2081","2081",28,"PHYSICIAN ASSISTANT",14
"2082","2082",28,"PLASTIC AND RECONSTRUCTIVE SURGERY",130
"2083","2083",28,"PODIATRY",328
"2084","2084",28,"PREVENTATIVE MEDICINE",11
"2085","2085",28,"PSYCHIATRY",568
"2086","2086",28,"PULMONARY DISEASE",252
"2087","2087",28,"RADIATION ONCOLOGY",132
"2088","2088",28,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",59
"2089","2089",28,"RHEUMATOLOGY",113
"2090","2090",28,"SLEEP LABORATORY/MEDICINE",5
"2091","2091",28,"SPEECH LANGUAGE PATHOLOGIST",18
"2092","2092",28,"SPORTS MEDICINE",16
"2093","2093",28,"SURGICAL ONCOLOGY",14
"2094","2094",28,"THORACIC SURGERY",64
"2095","2095",28,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",4
"2096","2096",28,"UROLOGY",194
"2097","2097",28,"VASCULAR SURGERY",66
"2098","2098",29,"ALLERGY/IMMUNOLOGY",89
"2099","2099",29,"ANESTHESIOLOGY",997
"2100","2100",29,"ANESTHESIOLOGY ASSISTANT",8
"2101","2101",29,"AUDIOLOGIST",74
"2102","2102",29,"CARDIAC ELECTROPHYSIOLOGY",38
"2103","2103",29,"CARDIAC SURGERY",67
"2104","2104",29,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",582
"2105","2105",29,"CERTIFIED NURSE MIDWIFE",32
"2106","2106",29,"CERTIFIED REGISTERED NURSE ANESTHETIST",371
"2107","2107",29,"CHIROPRACTIC",1053
"2108","2108",29,"CLINICAL NURSE SPECIALIST",45
"2109","2109",29,"CLINICAL PSYCHOLOGIST",644
"2110","2110",29,"CLINICAL SOCIAL WORKER",647
"2111","2111",29,"COLORECTAL SURGERY (PROCTOLOGY)",24
"2112","2112",29,"CRITICAL CARE (INTENSIVISTS)",65
"2113","2113",29,"DERMATOLOGY",216
"2114","2114",29,"DIAGNOSTIC RADIOLOGY",632
"2115","2115",29,"EMERGENCY MEDICINE",300
"2116","2116",29,"ENDOCRINOLOGY",132
"2117","2117",29,"FAMILY PRACTICE",1789
"2118","2118",29,"GASTROENTEROLOGY",347
"2119","2119",29,"GENERAL PRACTICE",137
"2120","2120",29,"GENERAL SURGERY",465
"2121","2121",29,"GERIATRIC MEDICINE",38
"2122","2122",29,"GERIATRIC PSYCHIATRY",9
"2123","2123",29,"GYNECOLOGICAL ONCOLOGY",22
"2124","2124",29,"HAND SURGERY",30
"2125","2125",29,"HEMATOLOGY",19
"2126","2126",29,"HEMATOLOGY/ONCOLOGY",180
"2127","2127",29,"HOSPICE/PALLIATIVE CARE",19
"2128","2128",29,"INFECTIOUS DISEASE",140
"2129","2129",29,"INTERNAL MEDICINE",1927
"2130","2130",29,"INTERVENTIONAL CARDIOLOGY",87
"2131","2131",29,"INTERVENTIONAL PAIN MANAGEMENT",47
"2132","2132",29,"INTERVENTIONAL RADIOLOGY",39
"2133","2133",29,"MAXILLOFACIAL SURGERY",26
"2134","2134",29,"MEDICAL ONCOLOGY",75
"2135","2135",29,"NEPHROLOGY",161
"2136","2136",29,"NEUROLOGY",329
"2137","2137",29,"NEUROPSYCHIATRY",6
"2138","2138",29,"NEUROSURGERY",96
"2139","2139",29,"NUCLEAR MEDICINE",9
"2140","2140",29,"NURSE PRACTITIONER",280
"2141","2141",29,"OBSTETRICS/GYNECOLOGY",648
"2142","2142",29,"OCCUPATIONAL THERAPY",91
"2143","2143",29,"OPHTHALMOLOGY",401
"2144","2144",29,"OPTOMETRY",545
"2145","2145",29,"ORAL SURGERY (DENTIST ONLY)",47
"2146","2146",29,"ORTHOPEDIC SURGERY",539
"2147","2147",29,"OSTEOPATHIC MANIPULATIVE MEDICINE",6
"2148","2148",29,"OTOLARYNGOLOGY",205
"2149","2149",29,"PAIN MANAGEMENT",49
"2150","2150",29,"PATHOLOGY",306
"2151","2151",29,"PEDIATRIC MEDICINE",164
"2152","2152",29,"PERIPHERAL VASCULAR DISEASE",2
"2153","2153",29,"PHYSICAL MEDICINE AND REHABILITATION",197
"2154","2154",29,"PHYSICAL THERAPY",506
"2155","2155",29,"PHYSICIAN ASSISTANT",11
"2156","2156",29,"PLASTIC AND RECONSTRUCTIVE SURGERY",110
"2157","2157",29,"PODIATRY",338
"2158","2158",29,"PREVENTATIVE MEDICINE",13
"2159","2159",29,"PSYCHIATRY",560
"2160","2160",29,"PULMONARY DISEASE",232
"2161","2161",29,"RADIATION ONCOLOGY",94
"2162","2162",29,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",64
"2163","2163",29,"RHEUMATOLOGY",100
"2164","2164",29,"SLEEP LABORATORY/MEDICINE",7
"2165","2165",29,"SPEECH LANGUAGE PATHOLOGIST",17
"2166","2166",29,"SPORTS MEDICINE",15
"2167","2167",29,"SURGICAL ONCOLOGY",18
"2168","2168",29,"THORACIC SURGERY",55
"2169","2169",29,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",6
"2170","2170",29,"UROLOGY",206
"2171","2171",29,"VASCULAR SURGERY",76
"2172","2172",30,"ADDICTION MEDICINE",5
"2173","2173",30,"ALLERGY/IMMUNOLOGY",73
"2174","2174",30,"ANESTHESIOLOGY",1013
"2175","2175",30,"ANESTHESIOLOGY ASSISTANT",6
"2176","2176",30,"AUDIOLOGIST",81
"2177","2177",30,"CARDIAC ELECTROPHYSIOLOGY",48
"2178","2178",30,"CARDIAC SURGERY",45
"2179","2179",30,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",531
"2180","2180",30,"CERTIFIED NURSE MIDWIFE",33
"2181","2181",30,"CERTIFIED REGISTERED NURSE ANESTHETIST",403
"2182","2182",30,"CHIROPRACTIC",990
"2183","2183",30,"CLINICAL NURSE SPECIALIST",34
"2184","2184",30,"CLINICAL PSYCHOLOGIST",598
"2185","2185",30,"CLINICAL SOCIAL WORKER",638
"2186","2186",30,"COLORECTAL SURGERY (PROCTOLOGY)",29
"2187","2187",30,"CRITICAL CARE (INTENSIVISTS)",50
"2188","2188",30,"DERMATOLOGY",200
"2189","2189",30,"DIAGNOSTIC RADIOLOGY",630
"2190","2190",30,"EMERGENCY MEDICINE",251
"2191","2191",30,"ENDOCRINOLOGY",111
"2192","2192",30,"FAMILY PRACTICE",1839
"2193","2193",30,"GASTROENTEROLOGY",342
"2194","2194",30,"GENERAL PRACTICE",147
"2195","2195",30,"GENERAL SURGERY",454
"2196","2196",30,"GERIATRIC MEDICINE",32
"2197","2197",30,"GERIATRIC PSYCHIATRY",8
"2198","2198",30,"GYNECOLOGICAL ONCOLOGY",19
"2199","2199",30,"HAND SURGERY",29
"2200","2200",30,"HEMATOLOGY",19
"2201","2201",30,"HEMATOLOGY/ONCOLOGY",230
"2202","2202",30,"HOSPICE/PALLIATIVE CARE",6
"2203","2203",30,"INFECTIOUS DISEASE",133
"2204","2204",30,"INTERNAL MEDICINE",1885
"2205","2205",30,"INTERVENTIONAL CARDIOLOGY",62
"2206","2206",30,"INTERVENTIONAL PAIN MANAGEMENT",46
"2207","2207",30,"INTERVENTIONAL RADIOLOGY",22
"2208","2208",30,"MAXILLOFACIAL SURGERY",26
"2209","2209",30,"MEDICAL ONCOLOGY",92
"2210","2210",30,"NEPHROLOGY",181
"2211","2211",30,"NEUROLOGY",323
"2212","2212",30,"NEUROPSYCHIATRY",1
"2213","2213",30,"NEUROSURGERY",103
"2214","2214",30,"NUCLEAR MEDICINE",16
"2215","2215",30,"NURSE PRACTITIONER",259
"2216","2216",30,"OBSTETRICS/GYNECOLOGY",611
"2217","2217",30,"OCCUPATIONAL THERAPY",90
"2218","2218",30,"OPHTHALMOLOGY",400
"2219","2219",30,"OPTOMETRY",590
"2220","2220",30,"ORAL SURGERY (DENTIST ONLY)",48
"2221","2221",30,"ORTHOPEDIC SURGERY",455
"2222","2222",30,"OSTEOPATHIC MANIPULATIVE MEDICINE",11
"2223","2223",30,"OTOLARYNGOLOGY",205
"2224","2224",30,"PAIN MANAGEMENT",39
"2225","2225",30,"PATHOLOGY",307
"2226","2226",30,"PEDIATRIC MEDICINE",193
"2227","2227",30,"PERIPHERAL VASCULAR DISEASE",4
"2228","2228",30,"PHYSICAL MEDICINE AND REHABILITATION",197
"2229","2229",30,"PHYSICAL THERAPY",501
"2230","2230",30,"PHYSICIAN ASSISTANT",9
"2231","2231",30,"PLASTIC AND RECONSTRUCTIVE SURGERY",116
"2232","2232",30,"PODIATRY",304
"2233","2233",30,"PREVENTATIVE MEDICINE",30
"2234","2234",30,"PSYCHIATRY",551
"2235","2235",30,"PULMONARY DISEASE",234
"2236","2236",30,"RADIATION ONCOLOGY",121
"2237","2237",30,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",58
"2238","2238",30,"RHEUMATOLOGY",102
"2239","2239",30,"SLEEP LABORATORY/MEDICINE",4
"2240","2240",30,"SPEECH LANGUAGE PATHOLOGIST",16
"2241","2241",30,"SPORTS MEDICINE",9
"2242","2242",30,"SURGICAL ONCOLOGY",18
"2243","2243",30,"THORACIC SURGERY",60
"2244","2244",30,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",7
"2245","2245",30,"UROLOGY",212
"2246","2246",30,"VASCULAR SURGERY",64
"2247","2247",31,"ADDICTION MEDICINE",7
"2248","2248",31,"ALLERGY/IMMUNOLOGY",89
"2249","2249",31,"ANESTHESIOLOGY",932
"2250","2250",31,"ANESTHESIOLOGY ASSISTANT",1
"2251","2251",31,"AUDIOLOGIST",80
"2252","2252",31,"CARDIAC ELECTROPHYSIOLOGY",45
"2253","2253",31,"CARDIAC SURGERY",44
"2254","2254",31,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",516
"2255","2255",31,"CERTIFIED NURSE MIDWIFE",33
"2256","2256",31,"CERTIFIED REGISTERED NURSE ANESTHETIST",430
"2257","2257",31,"CHIROPRACTIC",881
"2258","2258",31,"CLINICAL NURSE SPECIALIST",40
"2259","2259",31,"CLINICAL PSYCHOLOGIST",564
"2260","2260",31,"CLINICAL SOCIAL WORKER",571
"2261","2261",31,"COLORECTAL SURGERY (PROCTOLOGY)",29
"2262","2262",31,"CRITICAL CARE (INTENSIVISTS)",55
"2263","2263",31,"DERMATOLOGY",184
"2264","2264",31,"DIAGNOSTIC RADIOLOGY",658
"2265","2265",31,"EMERGENCY MEDICINE",294
"2266","2266",31,"ENDOCRINOLOGY",95
"2267","2267",31,"FAMILY PRACTICE",1806
"2268","2268",31,"GASTROENTEROLOGY",337
"2269","2269",31,"GENERAL PRACTICE",143
"2270","2270",31,"GENERAL SURGERY",447
"2271","2271",31,"GERIATRIC MEDICINE",30
"2272","2272",31,"GERIATRIC PSYCHIATRY",3
"2273","2273",31,"GYNECOLOGICAL ONCOLOGY",23
"2274","2274",31,"HAND SURGERY",31
"2275","2275",31,"HEMATOLOGY",23
"2276","2276",31,"HEMATOLOGY/ONCOLOGY",156
"2277","2277",31,"HOSPICE/PALLIATIVE CARE",12
"2278","2278",31,"INFECTIOUS DISEASE",125
"2279","2279",31,"INTERNAL MEDICINE",1880
"2280","2280",31,"INTERVENTIONAL CARDIOLOGY",76
"2281","2281",31,"INTERVENTIONAL PAIN MANAGEMENT",53
"2282","2282",31,"INTERVENTIONAL RADIOLOGY",15
"2283","2283",31,"MAXILLOFACIAL SURGERY",18
"2284","2284",31,"MEDICAL ONCOLOGY",71
"2285","2285",31,"NEPHROLOGY",154
"2286","2286",31,"NEUROLOGY",297
"2287","2287",31,"NEUROPSYCHIATRY",2
"2288","2288",31,"NEUROSURGERY",99
"2289","2289",31,"NUCLEAR MEDICINE",13
"2290","2290",31,"NURSE PRACTITIONER",244
"2291","2291",31,"OBSTETRICS/GYNECOLOGY",651
"2292","2292",31,"OCCUPATIONAL THERAPY",102
"2293","2293",31,"OPHTHALMOLOGY",385
"2294","2294",31,"OPTOMETRY",621
"2295","2295",31,"ORAL SURGERY (DENTIST ONLY)",46
"2296","2296",31,"ORTHOPEDIC SURGERY",482
"2297","2297",31,"OSTEOPATHIC MANIPULATIVE MEDICINE",15
"2298","2298",31,"OTOLARYNGOLOGY",201
"2299","2299",31,"PAIN MANAGEMENT",47
"2300","2300",31,"PATHOLOGY",356
"2301","2301",31,"PEDIATRIC MEDICINE",184
"2302","2302",31,"PHYSICAL MEDICINE AND REHABILITATION",140
"2303","2303",31,"PHYSICAL THERAPY",480
"2304","2304",31,"PHYSICIAN ASSISTANT",8
"2305","2305",31,"PLASTIC AND RECONSTRUCTIVE SURGERY",125
"2306","2306",31,"PODIATRY",322
"2307","2307",31,"PREVENTATIVE MEDICINE",14
"2308","2308",31,"PSYCHIATRY",501
"2309","2309",31,"PULMONARY DISEASE",238
"2310","2310",31,"RADIATION ONCOLOGY",105
"2311","2311",31,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",51
"2312","2312",31,"RHEUMATOLOGY",110
"2313","2313",31,"SLEEP LABORATORY/MEDICINE",6
"2314","2314",31,"SPEECH LANGUAGE PATHOLOGIST",21
"2315","2315",31,"SPORTS MEDICINE",11
"2316","2316",31,"SURGICAL ONCOLOGY",22
"2317","2317",31,"THORACIC SURGERY",60
"2318","2318",31,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",6
"2319","2319",31,"UROLOGY",210
"2320","2320",31,"VASCULAR SURGERY",66
"2321","2321",32,"ADDICTION MEDICINE",10
"2322","2322",32,"ALLERGY/IMMUNOLOGY",75
"2323","2323",32,"ANESTHESIOLOGY",886
"2324","2324",32,"ANESTHESIOLOGY ASSISTANT",3
"2325","2325",32,"AUDIOLOGIST",79
"2326","2326",32,"CARDIAC ELECTROPHYSIOLOGY",26
"2327","2327",32,"CARDIAC SURGERY",51
"2328","2328",32,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",512
"2329","2329",32,"CERTIFIED NURSE MIDWIFE",36
"2330","2330",32,"CERTIFIED REGISTERED NURSE ANESTHETIST",429
"2331","2331",32,"CHIROPRACTIC",848
"2332","2332",32,"CLINICAL NURSE SPECIALIST",34
"2333","2333",32,"CLINICAL PSYCHOLOGIST",607
"2334","2334",32,"CLINICAL SOCIAL WORKER",643
"2335","2335",32,"COLORECTAL SURGERY (PROCTOLOGY)",26
"2336","2336",32,"CRITICAL CARE (INTENSIVISTS)",57
"2337","2337",32,"DERMATOLOGY",185
"2338","2338",32,"DIAGNOSTIC RADIOLOGY",612
"2339","2339",32,"EMERGENCY MEDICINE",287
"2340","2340",32,"ENDOCRINOLOGY",88
"2341","2341",32,"FAMILY PRACTICE",1739
"2342","2342",32,"GASTROENTEROLOGY",300
"2343","2343",32,"GENERAL PRACTICE",165
"2344","2344",32,"GENERAL SURGERY",418
"2345","2345",32,"GERIATRIC MEDICINE",39
"2346","2346",32,"GERIATRIC PSYCHIATRY",4
"2347","2347",32,"GYNECOLOGICAL ONCOLOGY",19
"2348","2348",32,"HAND SURGERY",28
"2349","2349",32,"HEMATOLOGY",9
"2350","2350",32,"HEMATOLOGY/ONCOLOGY",161
"2351","2351",32,"HOSPICE/PALLIATIVE CARE",20
"2352","2352",32,"INFECTIOUS DISEASE",124
"2353","2353",32,"INTERNAL MEDICINE",1785
"2354","2354",32,"INTERVENTIONAL CARDIOLOGY",72
"2355","2355",32,"INTERVENTIONAL PAIN MANAGEMENT",44
"2356","2356",32,"INTERVENTIONAL RADIOLOGY",26
"2357","2357",32,"MAXILLOFACIAL SURGERY",23
"2358","2358",32,"MEDICAL ONCOLOGY",61
"2359","2359",32,"NEPHROLOGY",140
"2360","2360",32,"NEUROLOGY",300
"2361","2361",32,"NEUROPSYCHIATRY",4
"2362","2362",32,"NEUROSURGERY",81
"2363","2363",32,"NUCLEAR MEDICINE",14
"2364","2364",32,"NURSE PRACTITIONER",245
"2365","2365",32,"OBSTETRICS/GYNECOLOGY",596
"2366","2366",32,"OCCUPATIONAL THERAPY",79
"2367","2367",32,"OPHTHALMOLOGY",400
"2368","2368",32,"OPTOMETRY",618
"2369","2369",32,"ORAL SURGERY (DENTIST ONLY)",49
"2370","2370",32,"ORTHOPEDIC SURGERY",473
"2371","2371",32,"OSTEOPATHIC MANIPULATIVE MEDICINE",11
"2372","2372",32,"OTOLARYNGOLOGY",186
"2373","2373",32,"PAIN MANAGEMENT",40
"2374","2374",32,"PATHOLOGY",386
"2375","2375",32,"PEDIATRIC MEDICINE",138
"2376","2376",32,"PERIPHERAL VASCULAR DISEASE",2
"2377","2377",32,"PHYSICAL MEDICINE AND REHABILITATION",141
"2378","2378",32,"PHYSICAL THERAPY",368
"2379","2379",32,"PHYSICIAN ASSISTANT",9
"2380","2380",32,"PLASTIC AND RECONSTRUCTIVE SURGERY",124
"2381","2381",32,"PODIATRY",316
"2382","2382",32,"PREVENTATIVE MEDICINE",15
"2383","2383",32,"PSYCHIATRY",527
"2384","2384",32,"PULMONARY DISEASE",219
"2385","2385",32,"RADIATION ONCOLOGY",83
"2386","2386",32,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",43
"2387","2387",32,"RHEUMATOLOGY",96
"2388","2388",32,"SINGLE OR MULTISPECIALTY CLINIC OR GROUP PRACTICE",1
"2389","2389",32,"SLEEP LABORATORY/MEDICINE",3
"2390","2390",32,"SPEECH LANGUAGE PATHOLOGIST",22
"2391","2391",32,"SPORTS MEDICINE",9
"2392","2392",32,"SURGICAL ONCOLOGY",17
"2393","2393",32,"THORACIC SURGERY",69
"2394","2394",32,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",17
"2395","2395",32,"UROLOGY",185
"2396","2396",32,"VASCULAR SURGERY",63
"2397","2397",33,"ADDICTION MEDICINE",5
"2398","2398",33,"ALLERGY/IMMUNOLOGY",80
"2399","2399",33,"ANESTHESIOLOGY",904
"2400","2400",33,"ANESTHESIOLOGY ASSISTANT",11
"2401","2401",33,"AUDIOLOGIST",63
"2402","2402",33,"CARDIAC ELECTROPHYSIOLOGY",31
"2403","2403",33,"CARDIAC SURGERY",42
"2404","2404",33,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",557
"2405","2405",33,"CERTIFIED NURSE MIDWIFE",16
"2406","2406",33,"CERTIFIED REGISTERED NURSE ANESTHETIST",442
"2407","2407",33,"CHIROPRACTIC",805
"2408","2408",33,"CLINICAL NURSE SPECIALIST",37
"2409","2409",33,"CLINICAL PSYCHOLOGIST",558
"2410","2410",33,"CLINICAL SOCIAL WORKER",655
"2411","2411",33,"COLORECTAL SURGERY (PROCTOLOGY)",35
"2412","2412",33,"CRITICAL CARE (INTENSIVISTS)",55
"2413","2413",33,"DERMATOLOGY",208
"2414","2414",33,"DIAGNOSTIC RADIOLOGY",585
"2415","2415",33,"EMERGENCY MEDICINE",276
"2416","2416",33,"ENDOCRINOLOGY",86
"2417","2417",33,"FAMILY PRACTICE",1701
"2418","2418",33,"GASTROENTEROLOGY",325
"2419","2419",33,"GENERAL PRACTICE",175
"2420","2420",33,"GENERAL SURGERY",459
"2421","2421",33,"GERIATRIC MEDICINE",52
"2422","2422",33,"GERIATRIC PSYCHIATRY",5
"2423","2423",33,"GYNECOLOGICAL ONCOLOGY",15
"2424","2424",33,"HAND SURGERY",27
"2425","2425",33,"HEMATOLOGY",11
"2426","2426",33,"HEMATOLOGY/ONCOLOGY",175
"2427","2427",33,"HOSPICE/PALLIATIVE CARE",13
"2428","2428",33,"INFECTIOUS DISEASE",107
"2429","2429",33,"INTERNAL MEDICINE",1727
"2430","2430",33,"INTERVENTIONAL CARDIOLOGY",85
"2431","2431",33,"INTERVENTIONAL PAIN MANAGEMENT",40
"2432","2432",33,"INTERVENTIONAL RADIOLOGY",29
"2433","2433",33,"MAXILLOFACIAL SURGERY",23
"2434","2434",33,"MEDICAL ONCOLOGY",66
"2435","2435",33,"NEPHROLOGY",151
"2436","2436",33,"NEUROLOGY",269
"2437","2437",33,"NEUROPSYCHIATRY",1
"2438","2438",33,"NEUROSURGERY",93
"2439","2439",33,"NUCLEAR MEDICINE",12
"2440","2440",33,"NURSE PRACTITIONER",241
"2441","2441",33,"OBSTETRICS/GYNECOLOGY",630
"2442","2442",33,"OCCUPATIONAL THERAPY",77
"2443","2443",33,"OPHTHALMOLOGY",377
"2444","2444",33,"OPTOMETRY",597
"2445","2445",33,"ORAL SURGERY (DENTIST ONLY)",45
"2446","2446",33,"ORTHOPEDIC SURGERY",498
"2447","2447",33,"OSTEOPATHIC MANIPULATIVE MEDICINE",11
"2448","2448",33,"OTOLARYNGOLOGY",197
"2449","2449",33,"PAIN MANAGEMENT",48
"2450","2450",33,"PATHOLOGY",361
"2451","2451",33,"PEDIATRIC MEDICINE",161
"2452","2452",33,"PERIPHERAL VASCULAR DISEASE",1
"2453","2453",33,"PHYSICAL MEDICINE AND REHABILITATION",117
"2454","2454",33,"PHYSICAL THERAPY",417
"2455","2455",33,"PHYSICIAN ASSISTANT",16
"2456","2456",33,"PLASTIC AND RECONSTRUCTIVE SURGERY",99
"2457","2457",33,"PODIATRY",295
"2458","2458",33,"PREVENTATIVE MEDICINE",20
"2459","2459",33,"PSYCHIATRY",528
"2460","2460",33,"PULMONARY DISEASE",222
"2461","2461",33,"RADIATION ONCOLOGY",108
"2462","2462",33,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",59
"2463","2463",33,"RHEUMATOLOGY",87
"2464","2464",33,"SLEEP LABORATORY/MEDICINE",4
"2465","2465",33,"SPEECH LANGUAGE PATHOLOGIST",17
"2466","2466",33,"SPORTS MEDICINE",7
"2467","2467",33,"SURGICAL ONCOLOGY",15
"2468","2468",33,"THORACIC SURGERY",64
"2469","2469",33,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",9
"2470","2470",33,"UROLOGY",221
"2471","2471",33,"VASCULAR SURGERY",61
"2472","2472",34,"ADDICTION MEDICINE",10
"2473","2473",34,"ALLERGY/IMMUNOLOGY",74
"2474","2474",34,"ANESTHESIOLOGY",745
"2475","2475",34,"ANESTHESIOLOGY ASSISTANT",7
"2476","2476",34,"AUDIOLOGIST",71
"2477","2477",34,"CARDIAC ELECTROPHYSIOLOGY",25
"2478","2478",34,"CARDIAC SURGERY",52
"2479","2479",34,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",542
"2480","2480",34,"CERTIFIED NURSE MIDWIFE",22
"2481","2481",34,"CERTIFIED REGISTERED NURSE ANESTHETIST",411
"2482","2482",34,"CHIROPRACTIC",773
"2483","2483",34,"CLINICAL NURSE SPECIALIST",32
"2484","2484",34,"CLINICAL PSYCHOLOGIST",512
"2485","2485",34,"CLINICAL SOCIAL WORKER",598
"2486","2486",34,"COLORECTAL SURGERY (PROCTOLOGY)",38
"2487","2487",34,"CRITICAL CARE (INTENSIVISTS)",52
"2488","2488",34,"DERMATOLOGY",184
"2489","2489",34,"DIAGNOSTIC RADIOLOGY",563
"2490","2490",34,"EMERGENCY MEDICINE",266
"2491","2491",34,"ENDOCRINOLOGY",90
"2492","2492",34,"FAMILY PRACTICE",1567
"2493","2493",34,"GASTROENTEROLOGY",311
"2494","2494",34,"GENERAL PRACTICE",151
"2495","2495",34,"GENERAL SURGERY",405
"2496","2496",34,"GERIATRIC MEDICINE",39
"2497","2497",34,"GERIATRIC PSYCHIATRY",5
"2498","2498",34,"GYNECOLOGICAL ONCOLOGY",17
"2499","2499",34,"HAND SURGERY",33
"2500","2500",34,"HEMATOLOGY",17
"2501","2501",34,"HEMATOLOGY/ONCOLOGY",168
"2502","2502",34,"HOSPICE/PALLIATIVE CARE",8
"2503","2503",34,"INFECTIOUS DISEASE",110
"2504","2504",34,"INTERNAL MEDICINE",1611
"2505","2505",34,"INTERVENTIONAL CARDIOLOGY",60
"2506","2506",34,"INTERVENTIONAL PAIN MANAGEMENT",40
"2507","2507",34,"INTERVENTIONAL RADIOLOGY",28
"2508","2508",34,"MAXILLOFACIAL SURGERY",19
"2509","2509",34,"MEDICAL ONCOLOGY",55
"2510","2510",34,"NEPHROLOGY",147
"2511","2511",34,"NEUROLOGY",223
"2512","2512",34,"NEUROPSYCHIATRY",6
"2513","2513",34,"NEUROSURGERY",93
"2514","2514",34,"NUCLEAR MEDICINE",12
"2515","2515",34,"NURSE PRACTITIONER",228
"2516","2516",34,"OBSTETRICS/GYNECOLOGY",588
"2517","2517",34,"OCCUPATIONAL THERAPY",77
"2518","2518",34,"OPHTHALMOLOGY",371
"2519","2519",34,"OPTOMETRY",591
"2520","2520",34,"ORAL SURGERY (DENTIST ONLY)",41
"2521","2521",34,"ORTHOPEDIC SURGERY",473
"2522","2522",34,"OSTEOPATHIC MANIPULATIVE MEDICINE",9
"2523","2523",34,"OTOLARYNGOLOGY",212
"2524","2524",34,"PAIN MANAGEMENT",34
"2525","2525",34,"PATHOLOGY",267
"2526","2526",34,"PEDIATRIC MEDICINE",137
"2527","2527",34,"PERIPHERAL VASCULAR DISEASE",1
"2528","2528",34,"PHYSICAL MEDICINE AND REHABILITATION",85
"2529","2529",34,"PHYSICAL THERAPY",361
"2530","2530",34,"PHYSICIAN ASSISTANT",16
"2531","2531",34,"PLASTIC AND RECONSTRUCTIVE SURGERY",118
"2532","2532",34,"PODIATRY",301
"2533","2533",34,"PREVENTATIVE MEDICINE",16
"2534","2534",34,"PSYCHIATRY",464
"2535","2535",34,"PULMONARY DISEASE",202
"2536","2536",34,"RADIATION ONCOLOGY",94
"2537","2537",34,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",61
"2538","2538",34,"RHEUMATOLOGY",98
"2539","2539",34,"SLEEP LABORATORY/MEDICINE",6
"2540","2540",34,"SPEECH LANGUAGE PATHOLOGIST",18
"2541","2541",34,"SPORTS MEDICINE",8
"2542","2542",34,"SURGICAL ONCOLOGY",16
"2543","2543",34,"THORACIC SURGERY",54
"2544","2544",34,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",8
"2545","2545",34,"UROLOGY",175
"2546","2546",34,"VASCULAR SURGERY",47
"2547","2547",35,"ADDICTION MEDICINE",1
"2548","2548",35,"ALLERGY/IMMUNOLOGY",85
"2549","2549",35,"ANESTHESIOLOGY",607
"2550","2550",35,"ANESTHESIOLOGY ASSISTANT",4
"2551","2551",35,"AUDIOLOGIST",56
"2552","2552",35,"CARDIAC ELECTROPHYSIOLOGY",25
"2553","2553",35,"CARDIAC SURGERY",44
"2554","2554",35,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",499
"2555","2555",35,"CERTIFIED NURSE MIDWIFE",13
"2556","2556",35,"CERTIFIED REGISTERED NURSE ANESTHETIST",354
"2557","2557",35,"CHIROPRACTIC",697
"2558","2558",35,"CLINICAL NURSE SPECIALIST",37
"2559","2559",35,"CLINICAL PSYCHOLOGIST",483
"2560","2560",35,"CLINICAL SOCIAL WORKER",609
"2561","2561",35,"COLORECTAL SURGERY (PROCTOLOGY)",30
"2562","2562",35,"CRITICAL CARE (INTENSIVISTS)",42
"2563","2563",35,"DERMATOLOGY",171
"2564","2564",35,"DIAGNOSTIC RADIOLOGY",548
"2565","2565",35,"EMERGENCY MEDICINE",278
"2566","2566",35,"ENDOCRINOLOGY",80
