,user,Unnamed: 0,X,review
4,بانَـة,1321,1320,أنهيت قراءتهاالكاتب أراد أن يعالج قضية فهل نجح؟الذي أراه حسب رأيي الشخصي أنه زاد الطين بلة ولو قرأ روايته شخص مهووس كهامبرت لوجد فيها السلوان وكأن الكلمات تربت على كتفه وتقول: لا بأس، أنت لم تخطئولم تقدم حلولًا ولا يوجد فيها كلمات تقريع كافية لاستهجان هذا التصرفهامبرت بطل الرواية إنسان سطحي التفكير، لا هدف له في الحياة سوى الوصول إلى رغباته الشيطانية وإن كان بالزواج من أم لوليتا التي هي قانونيًا ربيبته ليفعل بها ما يحلو له، وانتهى به الحال إلى القتل للانتقام ممن حررها منه، ثم يحاول أن يبين إنسانيته بامتناعه عن قتل لوليتا وقبلها أمها وهو الذي فعل ما هو أفظع من ذلك، عمومًا هذا مرض، وربما تفيد الرواية المهتمين بالتحليل النفسي لكنها لم تضف لي أي قيمة، حتى الأحداث كلها تدور في فلك الرغبات الشاذة ولا خروج عنها إلا في مشهد القتل، والمضحك أنه حتى وهو يُحمل على نقالة الإسعاف بعد اصطدامه بالبقر يسمع أصوات الفتيات الصغيرات ويطرب لها، كما أن السجن في حقه ليس عادلًا، وإن كانت لوليتا قد شاركته وقبلت منذ البدء لكنها كانت قاصر عمرًا وعقلًا، وفي النهاية أتساءل لماذا حازت هذه الرواية كل هذه المعلقات المدائحية، ربما لأن النهج العام للشهرة: خالف تعرف.ختامًا هذا رأي خاص ولا أعني بطرحه أنه حكم مطلق، الرواية حين تعالج قضايا خطيرة لا بد أن تقدم حلولًا ولو بالأحداث، ولا بد أن يصاحبها قيمة جمالية من أجل الأدب.
4,Bridget Koehler,1322,1321,Stopped reading. Boring. 
4,Amie Fung,1330,1329,"I hated this book. I do not and will never understand why anyone would like or enjoy this book. Aside from the narrator giving me the heebie jeebies, this was an incredibly BORING novel. "
4,Gabriella,1332,1331,"akhirnya saya harus menyudahi petualangan saya membaca buku ini. saya menyerah. saya menyadari ternyata saya tidak tertarik dengan jalan ceritanya. sebenarnya ceritanya menarik, hanya saja alurnya agak berbelit-belit sehingga kadang membuat pembaca bingung."
4,Geni,1339,1338,"After all the hype about this book being one of the greatest novels ever and it being required reading for all serious readers, I tried it and found it challenging to even finish. To me it was simply one poor guy's obsession with himself and a girl much too young for him to prey upon. I am most impressed, however, with the intellect and command of languages demonstrated by author Vladimir Nabokov. "
4,Jo,1348,1347,"This was not a good read, good readers."
4,Libby,1350,1349,"OK I want to preface this entry with this statement: I don't usually give up on books before I finish them. In fact I can only remember two books that I chose to not finish reading out of the many thousands I have read in my lifetime. This will be the third. I have failed to complete the book, and for once I really dont care. I have not an ounce of guilt or regret over not finishing it. Why did this book cause such an extreme reaction in me? a) I found Nabokov's writing style flowery and pretentious. In my opinion it was overwritten.b) The parts that were supposed to be comic I found to be only disturbing and nauseating.c) HH's deluded concept of ""nymphettes"" made me cringe with a disgust that I could not overcome.d) HH sad belief that what he was experiencing for Lolita was ""love"" was a laughable concept to me.Perhaps this novel can be called a classic by those who find quality in Nabokov's writing style and who can see layers of depth in such things as metaphors for the old and new worlds of Russia and America. However, I like to call a spade a spade and all academic posturing aside it is quite simply about how a vain and manipulative misogynist paedophile attempts to justify his sickness to the world...and that to me does not classic literature make. It makes my skin crawl to think about how this novel is probably held as a true classic in the paedophile world. "
4,Melinda Flaugher,1351,1350,"I am not sure why this book is recommended as a classic and on book club lists. The writing style was excellent but the content was horrible. In today's society, the author could not write this book without going to jail. "
4,Laura Jurado,1358,1357,El peor libro de 2014... ¡lo que me ha costado terminarlo!
4,Crystal,1359,1358,"Very, very rarely do I give up on finishing books. But I just could not finish this. It was too disgusting, too disturbing, and I absolutely loathe Humbert Humbert. I just could not read one more word from his perspective. If I had a physical copy of this book (as opposed to having it on my Nook), I would have thrown it across the room. And, rather than store it on my shelf, instead of donating it to a library, I probably would have thrown it into the burn pile. Yes, the writing was beautiful. But appreciation of that truly paled in comparison to the revulsion I felt reading this. "
4,Kassie,1365,1364,The most disturbing book ever written.
4,Mysterio ...wwetkd...,1369,1368,What was this? Terrible!!
4,Kaylene,1375,1374,"No, cannot do it...I only got to page 30 after three weeks of attempting to read it before giving up. I kept hesitating to pick it up and continue with it. My skin was crawling after only 30 pages and he hadn't met Lolita yet!! Just.too.creepy."
4,Blair,1381,1380,"I just couldn't get into it? I tried, I really did, but aside from the very first page where he talks about Lolita's name, it was just not that great. I can see how it was revolutionary in risqué in his time, but it didn't feel very 'timeless' to me. This review makes me sound like a total philistine--you should know that I really tried to like it (and I wish I did)!"
4,Jonathan Bennett,1393,1392,"An unusual read. The authenticy of this story is ruined by the prelude, which is in the same unusual yet creative style of the rest of the book, yet ""supposedly"" written by other people. I'd read the prelude last if I were you! As for the story, many have said you can sympathise with the character, I however felt I was being manipulated as a reader as much as the writer manipulates his victims, and not once did I feel sympathy. Pity possible, but not sympathy!! The book kind of drifts in and out, the middle is very tedious to read, but the beginning and end are good to read, although I did find myself drifting off occasionally, however when I came back into the story I realised I hadn't missed much!"
4,Rachel Mecham,1395,1394,"""Lolita, light of my life, fire of my loins. My sin, my soul. Lo-lee-ta: the tip of the tongue taking a trip of three steps down the palate to tap, at three, on the teeth. Lo. Lee. Ta. She was Lo, plain Lo, in the morning, standing four feet ten in one sock. She was Lola in slacks. She was Dolly at school. She was Dolores on the dotted line. But in my arms she was always Lolita.""Sounds like a great romance novel, until you find out that Lolita is actually only a child and she is loved by an adult man. I did not have the stomach to finish this book."
