Commodity_Description,Country_Code,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_Description,Value
"Meal, Rapeseed",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Rapeseed",US,2015,2016,1,28,Production,(1000 MT),928
"Meal, Soybean",US,2015,2016,1,125,Domestic Consumption,(1000 MT),30209
"Meal, Soybean",US,2015,2016,1,88,Exports,(1000 MT),10614
"Meal, Soybean",US,2015,2016,1,57,Imports,(1000 MT),295
"Meal, Soybean",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2015,2016,1,28,Production,(1000 MT),40564
"Meal, Sunflowerseed",US,2014,2016,1,125,Domestic Consumption,(1000 MT),204
"Meal, Sunflowerseed",US,2014,2016,1,88,Exports,(1000 MT),7
"Meal, Sunflowerseed",US,2014,2016,1,57,Imports,(1000 MT),20
"Meal, Sunflowerseed",US,2014,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2014,2016,1,28,Production,(1000 MT),191
"Meal, Sunflowerseed",US,2015,2016,1,125,Domestic Consumption,(1000 MT),304
"Meal, Sunflowerseed",US,2015,2016,1,88,Exports,(1000 MT),9
"Meal, Sunflowerseed",US,2015,2016,1,57,Imports,(1000 MT),14
"Meal, Sunflowerseed",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2015,2016,1,28,Production,(1000 MT),299
Oats,US,2006,2009,1,125,Domestic Consumption,(1000 MT),3179
Oats,US,2006,2009,1,88,Exports,(1000 MT),38
Oats,US,2006,2009,1,192,FSI Consumption,(1000 MT),1076
Oats,US,2006,2009,1,57,Imports,(1000 MT),1831
Oats,US,2006,2009,1,28,Production,(1000 MT),1357
Oats,US,2015,2016,1,125,Domestic Consumption,(1000 MT),2828
Oats,US,2015,2016,1,88,Exports,(1000 MT),29
Oats,US,2015,2016,1,192,FSI Consumption,(1000 MT),1118
Oats,US,2015,2016,1,57,Imports,(1000 MT),1637
Oats,US,2015,2016,1,28,Production,(1000 MT),1300
"Oil, Coconut",US,2006,2010,1,125,Domestic Consumption,(1000 MT),454
"Oil, Coconut",US,2006,2010,1,88,Exports,(1000 MT),4
"Oil, Coconut",US,2006,2010,1,57,Imports,(1000 MT),415
"Oil, Coconut",US,2006,2010,1,140,Industrial Dom. Cons.,(1000 MT),280
"Oil, Coconut",US,2006,2010,1,28,Production,(1000 MT),0
"Oil, Coconut",US,2014,2016,1,125,Domestic Consumption,(1000 MT),558
"Oil, Coconut",US,2014,2016,1,88,Exports,(1000 MT),27
"Oil, Coconut",US,2014,2016,1,57,Imports,(1000 MT),571
"Oil, Coconut",US,2014,2016,1,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2014,2016,1,28,Production,(1000 MT),0
"Oil, Coconut",US,2015,2016,1,125,Domestic Consumption,(1000 MT),524
"Oil, Coconut",US,2015,2016,1,88,Exports,(1000 MT),30
"Oil, Coconut",US,2015,2016,1,57,Imports,(1000 MT),545
"Oil, Coconut",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2015,2016,1,28,Production,(1000 MT),0
"Oil, Cottonseed",US,2012,2016,1,125,Domestic Consumption,(1000 MT),265
"Oil, Cottonseed",US,2012,2016,1,88,Exports,(1000 MT),100
"Oil, Cottonseed",US,2012,2016,1,57,Imports,(1000 MT),9
"Oil, Cottonseed",US,2012,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2012,2016,1,28,Production,(1000 MT),363
"Oil, Cottonseed",US,2013,2016,1,125,Domestic Consumption,(1000 MT),244
"Oil, Cottonseed",US,2013,2016,1,88,Exports,(1000 MT),67
"Oil, Cottonseed",US,2013,2016,1,57,Imports,(1000 MT),14
"Oil, Cottonseed",US,2013,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2013,2016,1,28,Production,(1000 MT),286
"Oil, Cottonseed",US,2014,2016,1,125,Domestic Consumption,(1000 MT),245
"Oil, Cottonseed",US,2014,2016,1,88,Exports,(1000 MT),54
"Oil, Cottonseed",US,2014,2016,1,57,Imports,(1000 MT),8
"Oil, Cottonseed",US,2014,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2014,2016,1,28,Production,(1000 MT),276
"Oil, Cottonseed",US,2015,2016,1,125,Domestic Consumption,(1000 MT),194
"Oil, Cottonseed",US,2015,2016,1,88,Exports,(1000 MT),45
"Oil, Cottonseed",US,2015,2016,1,57,Imports,(1000 MT),9
"Oil, Cottonseed",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2015,2016,1,28,Production,(1000 MT),240
"Oil, Olive",US,2015,2016,1,125,Domestic Consumption,(1000 MT),317
"Oil, Olive",US,2015,2016,1,88,Exports,(1000 MT),8
"Oil, Olive",US,2015,2016,1,57,Imports,(1000 MT),320
"Oil, Olive",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,2015,2016,1,28,Production,(1000 MT),5
"Oil, Palm",US,2014,2016,1,125,Domestic Consumption,(1000 MT),1092
"Oil, Palm",US,2014,2016,1,88,Exports,(1000 MT),23
"Oil, Palm",US,2014,2016,1,57,Imports,(1000 MT),1144
"Oil, Palm",US,2014,2016,1,140,Industrial Dom. Cons.,(1000 MT),275
"Oil, Palm",US,2014,2016,1,28,Production,(1000 MT),0
"Oil, Palm",US,2015,2016,1,125,Domestic Consumption,(1000 MT),1118
"Oil, Palm",US,2015,2016,1,88,Exports,(1000 MT),23
"Oil, Palm",US,2015,2016,1,57,Imports,(1000 MT),1135
"Oil, Palm",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),275
"Oil, Palm",US,2015,2016,1,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2014,2016,1,125,Domestic Consumption,(1000 MT),297
"Oil, Palm Kernel",US,2014,2016,1,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2014,2016,1,57,Imports,(1000 MT),303
"Oil, Palm Kernel",US,2014,2016,1,140,Industrial Dom. Cons.,(1000 MT),165
"Oil, Palm Kernel",US,2014,2016,1,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2015,2016,1,125,Domestic Consumption,(1000 MT),306
"Oil, Palm Kernel",US,2015,2016,1,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2015,2016,1,57,Imports,(1000 MT),309
"Oil, Palm Kernel",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),165
"Oil, Palm Kernel",US,2015,2016,1,28,Production,(1000 MT),0
"Oil, Peanut",US,2015,2016,1,125,Domestic Consumption,(1000 MT),130
"Oil, Peanut",US,2015,2016,1,88,Exports,(1000 MT),9
"Oil, Peanut",US,2015,2016,1,57,Imports,(1000 MT),25
"Oil, Peanut",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,2015,2016,1,28,Production,(1000 MT),114
"Oil, Rapeseed",US,2014,2016,1,125,Domestic Consumption,(1000 MT),2347
"Oil, Rapeseed",US,2014,2016,1,88,Exports,(1000 MT),109
"Oil, Rapeseed",US,2014,2016,1,57,Imports,(1000 MT),1672
"Oil, Rapeseed",US,2014,2016,1,140,Industrial Dom. Cons.,(1000 MT),408
"Oil, Rapeseed",US,2014,2016,1,28,Production,(1000 MT),704
"Oil, Rapeseed",US,2015,2016,1,125,Domestic Consumption,(1000 MT),2298
"Oil, Rapeseed",US,2015,2016,1,88,Exports,(1000 MT),122
"Oil, Rapeseed",US,2015,2016,1,57,Imports,(1000 MT),1773
"Oil, Rapeseed",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),420
"Oil, Rapeseed",US,2015,2016,1,28,Production,(1000 MT),665
"Oil, Soybean",US,2015,2016,1,125,Domestic Consumption,(1000 MT),8890
"Oil, Soybean",US,2015,2016,1,88,Exports,(1000 MT),1043
"Oil, Soybean",US,2015,2016,1,57,Imports,(1000 MT),120
"Oil, Soybean",US,2015,2016,1,140,Industrial Dom. Cons.,(1000 MT),2495
"Oil, Soybean",US,2015,2016,1,28,Production,(1000 MT),9945
"Meal, Fish",US,2002,2011,2,125,Domestic Consumption,(1000 MT),195
"Meal, Fish",US,2002,2011,2,88,Exports,(1000 MT),110
"Meal, Fish",US,2002,2011,2,57,Imports,(1000 MT),55
"Meal, Fish",US,2002,2011,2,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2002,2011,2,28,Production,(1000 MT),250
"Meal, Fish",US,2003,2011,2,125,Domestic Consumption,(1000 MT),210
"Meal, Fish",US,2003,2011,2,88,Exports,(1000 MT),141
"Meal, Fish",US,2003,2011,2,57,Imports,(1000 MT),71
"Meal, Fish",US,2003,2011,2,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2003,2011,2,28,Production,(1000 MT),280
"Meal, Fish",US,2004,2011,2,125,Domestic Consumption,(1000 MT),203
"Meal, Fish",US,2004,2011,2,88,Exports,(1000 MT),163
"Meal, Fish",US,2004,2011,2,57,Imports,(1000 MT),61
"Meal, Fish",US,2004,2011,2,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2004,2011,2,28,Production,(1000 MT),305
"Meal, Fish",US,2005,2011,2,125,Domestic Consumption,(1000 MT),223
"Meal, Fish",US,2005,2011,2,88,Exports,(1000 MT),116
"Meal, Fish",US,2005,2011,2,57,Imports,(1000 MT),59
"Meal, Fish",US,2005,2011,2,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2005,2011,2,28,Production,(1000 MT),290
"Meal, Fish",US,2006,2011,2,125,Domestic Consumption,(1000 MT),245
"Meal, Fish",US,2006,2011,2,88,Exports,(1000 MT),105
"Meal, Fish",US,2006,2011,2,57,Imports,(1000 MT),40
"Meal, Fish",US,2006,2011,2,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2006,2011,2,28,Production,(1000 MT),305
"Meal, Fish",US,2007,2011,2,125,Domestic Consumption,(1000 MT),249
"Meal, Fish",US,2007,2011,2,88,Exports,(1000 MT),94
"Meal, Fish",US,2007,2011,2,57,Imports,(1000 MT),38
"Meal, Fish",US,2007,2011,2,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2007,2011,2,28,Production,(1000 MT),305
"Meal, Fish",US,2008,2011,2,125,Domestic Consumption,(1000 MT),267
"Meal, Fish",US,2008,2011,2,88,Exports,(1000 MT),73
"Meal, Fish",US,2008,2011,2,57,Imports,(1000 MT),35
"Meal, Fish",US,2008,2011,2,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2008,2011,2,28,Production,(1000 MT),305
"Oil, Palm Kernel",US,2004,2009,2,125,Domestic Consumption,(1000 MT),227
"Oil, Palm Kernel",US,2004,2009,2,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2004,2009,2,57,Imports,(1000 MT),236
"Oil, Palm Kernel",US,2004,2009,2,140,Industrial Dom. Cons.,(1000 MT),144
"Oil, Palm Kernel",US,2004,2009,2,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2005,2009,2,125,Domestic Consumption,(1000 MT),240
"Oil, Palm Kernel",US,2005,2009,2,88,Exports,(1000 MT),2
"Oil, Palm Kernel",US,2005,2009,2,57,Imports,(1000 MT),240
"Oil, Palm Kernel",US,2005,2009,2,140,Industrial Dom. Cons.,(1000 MT),150
"Oil, Palm Kernel",US,2005,2009,2,28,Production,(1000 MT),0
"Oil, Coconut",US,2002,2009,3,125,Domestic Consumption,(1000 MT),390
"Oil, Coconut",US,2002,2009,3,88,Exports,(1000 MT),6
"Oil, Coconut",US,2002,2009,3,57,Imports,(1000 MT),391
"Oil, Coconut",US,2002,2009,3,140,Industrial Dom. Cons.,(1000 MT),230
"Oil, Coconut",US,2002,2009,3,28,Production,(1000 MT),0
"Oil, Coconut",US,2003,2009,3,125,Domestic Consumption,(1000 MT),395
"Oil, Coconut",US,2003,2009,3,88,Exports,(1000 MT),5
"Oil, Coconut",US,2003,2009,3,57,Imports,(1000 MT),361
"Oil, Coconut",US,2003,2009,3,140,Industrial Dom. Cons.,(1000 MT),230
"Oil, Coconut",US,2003,2009,3,28,Production,(1000 MT),0
"Oil, Coconut",US,2005,2011,3,125,Domestic Consumption,(1000 MT),506
"Oil, Coconut",US,2005,2011,3,88,Exports,(1000 MT),7
"Oil, Coconut",US,2005,2011,3,57,Imports,(1000 MT),504
"Oil, Coconut",US,2005,2011,3,140,Industrial Dom. Cons.,(1000 MT),277
"Oil, Coconut",US,2005,2011,3,28,Production,(1000 MT),0
"Oil, Peanut",US,2009,2014,3,125,Domestic Consumption,(1000 MT),90
"Oil, Peanut",US,2009,2014,3,88,Exports,(1000 MT),5
"Oil, Peanut",US,2009,2014,3,57,Imports,(1000 MT),33
"Oil, Peanut",US,2009,2014,3,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,2009,2014,3,28,Production,(1000 MT),64
"Meal, Cottonseed",US,2005,2009,4,125,Domestic Consumption,(1000 MT),1111
"Meal, Cottonseed",US,2005,2009,4,88,Exports,(1000 MT),128
"Meal, Cottonseed",US,2005,2009,4,57,Imports,(1000 MT),0
"Meal, Cottonseed",US,2005,2009,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Cottonseed",US,2005,2009,4,28,Production,(1000 MT),1245
"Meal, Cottonseed",US,2013,2015,4,125,Domestic Consumption,(1000 MT),736
"Meal, Cottonseed",US,2013,2015,4,88,Exports,(1000 MT),80
"Meal, Cottonseed",US,2013,2015,4,57,Imports,(1000 MT),0
"Meal, Cottonseed",US,2013,2015,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Cottonseed",US,2013,2015,4,28,Production,(1000 MT),816
"Meal, Fish",US,2009,2012,4,125,Domestic Consumption,(1000 MT),267
"Meal, Fish",US,2009,2012,4,88,Exports,(1000 MT),77
"Meal, Fish",US,2009,2012,4,57,Imports,(1000 MT),39
"Meal, Fish",US,2009,2012,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2009,2012,4,28,Production,(1000 MT),305
"Meal, Rapeseed",US,2000,2011,4,125,Domestic Consumption,(1000 MT),1553
"Meal, Rapeseed",US,2000,2011,4,88,Exports,(1000 MT),10
"Meal, Rapeseed",US,2000,2011,4,57,Imports,(1000 MT),1069
"Meal, Rapeseed",US,2000,2011,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Rapeseed",US,2000,2011,4,28,Production,(1000 MT),495
"Meal, Rapeseed",US,2011,2015,4,125,Domestic Consumption,(1000 MT),3406
"Meal, Rapeseed",US,2011,2015,4,88,Exports,(1000 MT),70
"Meal, Rapeseed",US,2011,2015,4,57,Imports,(1000 MT),2792
"Meal, Rapeseed",US,2011,2015,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Rapeseed",US,2011,2015,4,28,Production,(1000 MT),684
"Meal, Soybean",US,1990,2014,4,125,Domestic Consumption,(1000 MT),20661
"Meal, Soybean",US,1990,2014,4,88,Exports,(1000 MT),5110
"Meal, Soybean",US,1990,2014,4,57,Imports,(1000 MT),45
"Meal, Soybean",US,1990,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1990,2014,4,28,Production,(1000 MT),25696
"Meal, Soybean",US,1991,2014,4,125,Domestic Consumption,(1000 MT),20733
"Meal, Soybean",US,1991,2014,4,88,Exports,(1000 MT),6442
"Meal, Soybean",US,1991,2014,4,57,Imports,(1000 MT),63
"Meal, Soybean",US,1991,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1991,2014,4,28,Production,(1000 MT),27062
"Meal, Soybean",US,1992,2014,4,125,Domestic Consumption,(1000 MT),21851
"Meal, Soybean",US,1992,2014,4,88,Exports,(1000 MT),5804
"Meal, Soybean",US,1992,2014,4,57,Imports,(1000 MT),86
"Meal, Soybean",US,1992,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1992,2014,4,28,Production,(1000 MT),27546
"Meal, Soybean",US,1993,2014,4,125,Domestic Consumption,(1000 MT),22828
"Meal, Soybean",US,1993,2014,4,88,Exports,(1000 MT),4972
"Meal, Soybean",US,1993,2014,4,57,Imports,(1000 MT),68
"Meal, Soybean",US,1993,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1993,2014,4,28,Production,(1000 MT),27682
"Meal, Soybean",US,1994,2014,4,125,Domestic Consumption,(1000 MT),23974
"Meal, Soybean",US,1994,2014,4,88,Exports,(1000 MT),6205
"Meal, Soybean",US,1994,2014,4,57,Imports,(1000 MT),64
"Meal, Soybean",US,1994,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1994,2014,4,28,Production,(1000 MT),30182
"Meal, Soybean",US,1995,2014,4,125,Domestic Consumption,(1000 MT),24085
"Meal, Soybean",US,1995,2014,4,88,Exports,(1000 MT),5524
"Meal, Soybean",US,1995,2014,4,57,Imports,(1000 MT),91
"Meal, Soybean",US,1995,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1995,2014,4,28,Production,(1000 MT),29508
"Meal, Soybean",US,1996,2014,4,125,Domestic Consumption,(1000 MT),24694
"Meal, Soybean",US,1996,2014,4,88,Exports,(1000 MT),6451
"Meal, Soybean",US,1996,2014,4,57,Imports,(1000 MT),108
"Meal, Soybean",US,1996,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1996,2014,4,28,Production,(1000 MT),31035
"Meal, Soybean",US,1997,2014,4,125,Domestic Consumption,(1000 MT),25964
"Meal, Soybean",US,1997,2014,4,88,Exports,(1000 MT),8722
"Meal, Soybean",US,1997,2014,4,57,Imports,(1000 MT),60
"Meal, Soybean",US,1997,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1997,2014,4,28,Production,(1000 MT),34633
"Meal, Soybean",US,1998,2014,4,125,Domestic Consumption,(1000 MT),27305
"Meal, Soybean",US,1998,2014,4,88,Exports,(1000 MT),6979
"Meal, Soybean",US,1998,2014,4,57,Imports,(1000 MT),101
"Meal, Soybean",US,1998,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1998,2014,4,28,Production,(1000 MT),34285
"Meal, Soybean",US,1999,2014,4,125,Domestic Consumption,(1000 MT),27289
"Meal, Soybean",US,1999,2014,4,88,Exports,(1000 MT),6912
"Meal, Soybean",US,1999,2014,4,57,Imports,(1000 MT),65
"Meal, Soybean",US,1999,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1999,2014,4,28,Production,(1000 MT),34102
"Meal, Soybean",US,2000,2014,4,125,Domestic Consumption,(1000 MT),28363
"Meal, Soybean",US,2000,2014,4,88,Exports,(1000 MT),7335
"Meal, Soybean",US,2000,2014,4,57,Imports,(1000 MT),50
"Meal, Soybean",US,2000,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2000,2014,4,28,Production,(1000 MT),35730
"Meal, Soybean",US,2001,2014,4,125,Domestic Consumption,(1000 MT),29545
"Meal, Soybean",US,2001,2014,4,88,Exports,(1000 MT),7271
"Meal, Soybean",US,2001,2014,4,57,Imports,(1000 MT),134
"Meal, Soybean",US,2001,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2001,2014,4,28,Production,(1000 MT),36552
"Meal, Soybean",US,2002,2014,4,125,Domestic Consumption,(1000 MT),29096
"Meal, Soybean",US,2002,2014,4,88,Exports,(1000 MT),5728
"Meal, Soybean",US,2002,2014,4,57,Imports,(1000 MT),157
"Meal, Soybean",US,2002,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2002,2014,4,28,Production,(1000 MT),34649
"Meal, Soybean",US,2003,2014,4,125,Domestic Consumption,(1000 MT),28531
"Meal, Soybean",US,2003,2014,4,88,Exports,(1000 MT),4690
"Meal, Soybean",US,2003,2014,4,57,Imports,(1000 MT),259
"Meal, Soybean",US,2003,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2003,2014,4,28,Production,(1000 MT),32953
"Meal, Soybean",US,2004,2014,4,125,Domestic Consumption,(1000 MT),30446
"Meal, Soybean",US,2004,2014,4,88,Exports,(1000 MT),6659
"Meal, Soybean",US,2004,2014,4,57,Imports,(1000 MT),134
"Meal, Soybean",US,2004,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2004,2014,4,28,Production,(1000 MT),36936
"Meal, Soybean",US,2005,2014,4,125,Domestic Consumption,(1000 MT),30114
"Meal, Soybean",US,2005,2014,4,88,Exports,(1000 MT),7301
"Meal, Soybean",US,2005,2014,4,57,Imports,(1000 MT),128
"Meal, Soybean",US,2005,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2005,2014,4,28,Production,(1000 MT),37416
"Meal, Soybean",US,2006,2014,4,125,Domestic Consumption,(1000 MT),31166
"Meal, Soybean",US,2006,2014,4,88,Exports,(1000 MT),7987
"Meal, Soybean",US,2006,2014,4,57,Imports,(1000 MT),142
"Meal, Soybean",US,2006,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2006,2014,4,28,Production,(1000 MT),39037
"Meal, Soybean",US,2007,2014,4,125,Domestic Consumption,(1000 MT),30148
"Meal, Soybean",US,2007,2014,4,88,Exports,(1000 MT),8384
"Meal, Soybean",US,2007,2014,4,57,Imports,(1000 MT),128
"Meal, Soybean",US,2007,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2007,2014,4,28,Production,(1000 MT),38359
"Meal, Soybean",US,2008,2014,4,125,Domestic Consumption,(1000 MT),27898
"Meal, Soybean",US,2008,2014,4,88,Exports,(1000 MT),7708
"Meal, Soybean",US,2008,2014,4,57,Imports,(1000 MT),80
"Meal, Soybean",US,2008,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2008,2014,4,28,Production,(1000 MT),35473
"Meal, Soybean",US,2010,2015,4,125,Domestic Consumption,(1000 MT),27489
"Meal, Soybean",US,2010,2015,4,88,Exports,(1000 MT),8238
"Meal, Soybean",US,2010,2015,4,57,Imports,(1000 MT),163
"Meal, Soybean",US,2010,2015,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2010,2015,4,28,Production,(1000 MT),35608
"Meal, Soybean",US,2011,2015,4,125,Domestic Consumption,(1000 MT),28614
"Meal, Soybean",US,2011,2015,4,88,Exports,(1000 MT),8845
"Meal, Soybean",US,2011,2015,4,57,Imports,(1000 MT),196
"Meal, Soybean",US,2011,2015,4,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2011,2015,4,28,Production,(1000 MT),37217
"Meat, Beef and Veal",US,1996,2007,4,125,Domestic Consumption,(1000 MT CWE),11903
"Meat, Beef and Veal",US,1996,2007,4,88,Exports,(1000 MT CWE),851
"Meat, Beef and Veal",US,1996,2007,4,57,Imports,(1000 MT CWE),940
"Meat, Beef and Veal",US,1996,2007,4,28,Production,(1000 MT CWE),11749
"Meat, Beef and Veal",US,1998,2009,4,125,Domestic Consumption,(1000 MT CWE),12051
"Meat, Beef and Veal",US,1998,2009,4,88,Exports,(1000 MT CWE),985
"Meat, Beef and Veal",US,1998,2009,4,57,Imports,(1000 MT CWE),1199
"Meat, Beef and Veal",US,1998,2009,4,28,Production,(1000 MT CWE),11804
"Meat, Beef and Veal",US,2011,2015,4,125,Domestic Consumption,(1000 MT CWE),11646
"Meat, Beef and Veal",US,2011,2015,4,88,Exports,(1000 MT CWE),1263
"Meat, Beef and Veal",US,2011,2015,4,57,Imports,(1000 MT CWE),933
"Meat, Beef and Veal",US,2011,2015,4,28,Production,(1000 MT CWE),11983
Oats,US,2007,2010,4,125,Domestic Consumption,(1000 MT),3161
Oats,US,2007,2010,4,88,Exports,(1000 MT),42
Oats,US,2007,2010,4,192,FSI Consumption,(1000 MT),1081
Oats,US,2007,2010,4,57,Imports,(1000 MT),2125
Oats,US,2007,2010,4,28,Production,(1000 MT),1313
"Oil, Coconut",US,2010,2015,4,125,Domestic Consumption,(1000 MT),486
"Oil, Coconut",US,2010,2015,4,88,Exports,(1000 MT),12
"Oil, Coconut",US,2010,2015,4,57,Imports,(1000 MT),489
"Oil, Coconut",US,2010,2015,4,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2010,2015,4,28,Production,(1000 MT),0
"Oil, Coconut",US,2011,2015,4,125,Domestic Consumption,(1000 MT),515
"Oil, Coconut",US,2011,2015,4,88,Exports,(1000 MT),12
"Oil, Coconut",US,2011,2015,4,57,Imports,(1000 MT),527
"Oil, Coconut",US,2011,2015,4,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2011,2015,4,28,Production,(1000 MT),0
"Oil, Coconut",US,2012,2015,4,125,Domestic Consumption,(1000 MT),540
"Oil, Coconut",US,2012,2015,4,88,Exports,(1000 MT),11
"Oil, Coconut",US,2012,2015,4,57,Imports,(1000 MT),551
"Oil, Coconut",US,2012,2015,4,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2012,2015,4,28,Production,(1000 MT),0
"Oil, Olive",US,2001,2008,4,125,Domestic Consumption,(1000 MT),214
"Oil, Olive",US,2001,2008,4,88,Exports,(1000 MT),5
"Oil, Olive",US,2001,2008,4,57,Imports,(1000 MT),218
"Oil, Olive",US,2001,2008,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,2001,2008,4,28,Production,(1000 MT),1
"Oil, Palm",US,2010,2015,4,125,Domestic Consumption,(1000 MT),957
"Oil, Palm",US,2010,2015,4,88,Exports,(1000 MT),27
"Oil, Palm",US,2010,2015,4,57,Imports,(1000 MT),980
"Oil, Palm",US,2010,2015,4,140,Industrial Dom. Cons.,(1000 MT),105
"Oil, Palm",US,2010,2015,4,28,Production,(1000 MT),0
"Oil, Palm",US,2012,2015,4,125,Domestic Consumption,(1000 MT),1238
"Oil, Palm",US,2012,2015,4,88,Exports,(1000 MT),37
"Oil, Palm",US,2012,2015,4,57,Imports,(1000 MT),1293
"Oil, Palm",US,2012,2015,4,140,Industrial Dom. Cons.,(1000 MT),225
